ID,Fixed_Cost,MC_a,MC_b,Max_Capacity,Supply,Production,Revenue,Cost,Profit,Producer_Surplus
32,592.0276959095625,6.931622304404783,0.4742623462576655,49.94247778367232,26.955399340601918,21.67435950529043,422.6814055158092,853.6651447334732,-430.983739217664,161.04395669189842
33,559.8834683907919,11.941587819108223,0.4516813537700626,147.219602898701,17.21117189362713,13.839198685805655,269.88442035858407,768.3992537154575,-498.5148333568734,61.36863503391851
34,316.1351505496488,5.606875359370539,0.5224451818559972,131.41294907836465,27.005087558658445,21.714312921959433,423.4605550131077,561.0540224349373,-137.59346742182964,178.5416831278191
35,752.5891537186803,8.62334721139318,0.6078680833431296,98.84474591497879,18.24771908995996,14.672667939725338,286.1382780845757,944.5497679762988,-658.411489891723,94.17766382695731
36,474.1059050088771,12.650979812460017,0.5652322878413419,52.708235290472516,12.49853127554163,10.049847777478938,195.98658879713958,629.7903987300629,-433.8038099329233,40.30209507595373
37,721.4810524588844,14.140274062442355,0.43744372984904706,111.87410600312228,12.745134510151829,10.248137073607376,199.85351729234384,889.3636330158108,-689.5101157234669,31.970936735417354
38,574.1045279424109,10.782021297471722,0.444969484615458,79.85129896185845,20.076729419410864,16.143342772566577,314.81856758749416,806.1435895409777,-491.32502195348354,82.77950598892733
39,496.1668893512832,13.518187057778094,0.5543600154594432,88.88157003741682,11.179316706448645,8.989090692271546,175.30028913615658,640.0802832668634,-464.77999413070677,31.386895220576463
40,615.7548065972517,1.4543721381097736,0.6148765700372103,47.80858663665701,29.69893795233749,23.88039034297248,465.7022022713059,825.8095472708375,-360.10734499953156,255.64746159772014
41,445.63385878953017,6.640990316121568,0.3705318524279094,134.82480362135558,35.28593517183032,28.37279591857622,553.3106182145665,783.1992728868833,-229.88865467231676,215.7452041172134
42,429.8448198032163,11.039511645192148,0.49530794211208157,114.31122481669364,17.516459675172253,14.084675187421222,274.67156771113423,634.4618736311776,-359.79030592004335,70.05451388317297
43,511.5232836590383,6.151023327434292,0.599626681944714,85.18730250516063,22.621624955987773,18.189648229451162,354.7244880563102,722.6054664272021,-367.88097837089197,143.6423052881463
44,266.51271520103734,8.715654517102262,0.6500759790634311,125.50665226340479,16.920943208417494,13.605830937010841,265.3334112254849,445.26702616951894,-179.93361494403405,86.57910025700329
45,447.7021798388211,8.952226887044713,0.46783649487826173,162.30243950682524,23.00659839661942,18.499198559120018,360.76116786640455,693.3627864539394,-332.60161858753486,115.10056125128622
46,557.2903178347331,11.29012494157321,0.6030283454031842,107.16367477079541,13.971861128326456,11.234526234497183,219.0895347077003,722.1850072668151,-503.0954725591148,54.194845275618206
47,461.14367812689454,9.410950452745066,0.4928398740585936,98.88333290470476,20.908622312529854,16.81225312360701,327.8632883448864,689.0140116052107,-361.1507232603243,99.99295486657024
48,609.1444315455469,10.155837657421898,0.5732640077215579,97.57850259674252,16.675938928320722,13.408827331905515,261.491555567546,796.8577793012205,-535.3662237336745,73.77820781187248
49,511.7952785474136,4.0053979464036775,0.5916327674702482,110.39465427693978,26.553896534098456,21.351518205090095,416.38553252847043,732.1755469700444,-315.79001444157393,196.0052641058397
50,649.7015164789478,1.3112338654189326,0.7088374704780728,95.81231115534479,25.96408928856332,20.877264638410487,407.13690102514533,831.5535061952012,-424.41660517005585,225.2849113088919
51,666.2274225106274,6.880282218623408,0.5612773905062569,68.39753310479031,22.867963752807693,18.38772489583293,358.5872699634616,887.6264669161877,-529.0391969527261,137.18822555790132
52,406.43465589562925,15.742094061600358,0.4809317599236653,106.52298619539168,8.262002033347303,6.643329599442366,129.55455000696458,521.6272551584852,-392.07270515152067,14.36195074410864
53,630.5101596033131,11.487045663917813,0.5150418905143577,110.94883007398676,15.976385081717506,12.846328465797145,250.52201290264276,820.5747277864327,-570.05271488379,60.457444719523295
54,860.5123377857412,9.827143608899243,0.5201099046714968,131.51963188022836,19.012154051050594,15.28733656161195,298.12520655469183,1071.518723459748,-773.393516905056,87.11882088068506
55,665.8288899436976,13.56109091668114,0.5638730222029185,65.70985261808549,10.914624535974093,8.776256402984666,171.14971220603883,806.5600056069492,-635.4102934009104,30.418596542787242
56,745.0147298451644,6.560963820943936,0.5302635465239033,77.37172449941926,24.807644246489907,19.947387648895624,389.002952809097,981.3842934994626,-592.3813406903656,152.6333891547988
57,490.3792480110511,10.986287230910442,0.5321357215450273,112.65762262705854,16.404209782676464,13.190334735437547,257.2306334513775,681.5838523333568,-424.35321888197933,66.02602912907179
58,742.056690358797,11.36060290454194,0.4755843364709351,128.92261504865073,17.567757587322564,14.125922930619813,275.4759584505829,949.9851446071565,-674.5091861565736,67.54750420222342
59,678.420573338696,6.317176554589023,0.5597400069849858,121.03518226932695,23.936785861656922,19.24714583564838,375.3472231552616,903.6867685964871,-528.3395454412255,150.08102789747048
